34564,2021-10-03T19:18:29+0000;0444,T6650,Ha6ac;0445,T66cd,Ha488;0544,T6986,H8d44;0545,T6d81,H84b8;0644,T6b85,H8e6c;0645,T684a,H9e36;0744,T6659,H9873;0745,T65cc,Hab22
35017,2021-10-03T20:24:37+0000;0444,T6698,Heb9a;0445,T66a2,Hef7f;0544,T66a3,Hd270;0545,T667a,Hf21b;0644,T6714,He540;0645,T6778,He30a;0744,T682a,Hc2c6;0745,T683e,Hdfac
35018,2021-10-03T20:24:46+0000;0444,T6696,Hebb1;0445,T669e,Hef94;0544,T66a0,Hd289;0545,T6677,Hf223;0644,T670f,He557;0645,T6773,He31a;0744,T6827,Hc2d6;0745,T683c,Hdfc9
35019,2021-10-03T20:24:55+0000;0444,T6693,Hebc2;0445,T669a,Hefa5;0544,T669c,Hd293;0545,T6674,Hf231;0644,T670d,He56e;0645,T6770,He32e;0744,T6823,Hc2de;0745,T6838,Hdfcb
35020,2021-10-03T20:25:04+0000;0444,T668e,Hebd4;0445,T6698,Hefb5;0544,T6698,Hd2ac;0545,T6672,Hf23f;0644,T670a,He582;0645,T676a,He343;0744,T6821,Hc2e8;0745,T6838,Hdfd8
35021,2021-10-03T20:25:12+0000;0444,T668b,Hebe9;0445,T6695,Hefcb;0544,T6697,Hd2bf;0545,T666f,Hf24b;0644,T6704,He59b;0645,T6768,He350;0744,T681c,Hc2f2;0745,T6835,Hdfe8
35022,2021-10-03T20:25:21+0000;0444,T668a,Hebf4;0445,T6694,Hefda;0544,T668e,Hd2dd;0545,T6669,Hf25d;0644,T66ff,He5ac;0645,T6765,He362;0744,T6818,Hc300;0745,T682f,Hdfec
35023,2021-10-03T20:25:30+0000;0444,T6685,Hec12;0445,T668e,Hefe3;0544,T668f,Hd2f8;0545,T6669,Hf26a;0644,T66fd,He5ba;0645,T675f,He378;0744,T6815,Hc30b;0745,T682c,Hdff9
35024,2021-10-03T20:25:39+0000;0444,T6684,Hec2d;0445,T6689,Heff3;0544,T668d,Hd317;0545,T6665,Hf277;0644,T66fa,He5cf;0645,T675b,He38e;0744,T6812,Hc317;0745,T6829,Hdffd
35025,2021-10-03T20:25:47+0000;0444,T6681,Hec35;0445,T6689,Heffc;0544,T6687,Hd32b;0545,T6662,Hf286;0644,T66f7,He5e0;0645,T6759,He3af;0744,T680f,Hc31c;0745,T6825,He005
35026,2021-10-03T20:25:56+0000;0444,T667f,Hec4d;0445,T6686,Hf005;0544,T6683,Hd343;0545,T665e,Hf291;0644,T66f5,He5fb;0645,T6754,He3b8;0744,T680a,Hc326;0745,T6822,He007
35027,2021-10-03T20:26:05+0000;0444,T667b,Hec5a;0445,T6684,Hf010;0544,T6682,Hd360;0545,T665e,Hf2a0;0644,T66f0,He60f;0645,T6751,He3c9;0744,T6808,Hc32e;0745,T681f,He018
35028,2021-10-03T20:26:14+0000;0444,T6679,Hec70;0445,T6681,Hf01c;0544,T667d,Hd373;0545,T6658,Hf2b0;0644,T66eb,He627;0645,T674e,He3cf;0744,T6804,Hc33d;0745,T681a,He01c
35029,2021-10-03T20:26:22+0000;0444,T6675,Hec73;0445,T667e,Hf024;0544,T6677,Hd38f;0545,T6655,Hf2bd;0644,T66e5,He634;0645,T674a,He3ee;0744,T67ff,Hc341;0745,T6819,He016
35030,2021-10-03T20:26:31+0000;0444,T6672,Hec8e;0445,T667a,Hf030;0544,T6675,Hd3a8;0545,T6653,Hf2c7;0644,T66e5,He644;0645,T6746,He408;0744,T67fd,Hc34b;0745,T6815,He01d
35031,2021-10-03T20:26:40+0000;0444,T6671,Heca6;0445,T6677,Hf03f;0544,T6675,Hd3b5;0545,T664e,Hf2c5;0644,T66e2,He650;0645,T6743,He420;0744,T67fc,Hc357;0745,T6812,He030
35032,2021-10-03T20:26:49+0000;0444,T666b,Hecbb;0445,T6670,Hf044;0544,T6670,Hd3c9;0545,T664e,Hf2ce;0644,T66dc,He668;0645,T6740,He433;0744,T67f6,Hc362;0745,T680f,He048
35033,2021-10-03T20:26:58+0000;0444,T6669,Hecc0;0445,T666d,Hf047;0544,T666d,Hd3e5;0545,T664b,Hf2e0;0644,T66db,He68d;0645,T673c,He436;0744,T67f5,Hc37a;0745,T680c,He058
35034,2021-10-03T20:27:06+0000;0444,T6666,Heccf;0445,T666d,Hf052;0544,T666b,Hd3fa;0545,T6647,Hf2f2;0644,T66d6,He69f;0645,T6738,He43d;0744,T67f0,Hc381;0745,T6808,He066
35035,2021-10-03T20:27:15+0000;0444,T6664,Hecdb;0445,T6667,Hf055;0544,T6668,Hd421;0545,T6645,Hf300;0644,T66d2,He6aa;0645,T6736,He45a;0744,T67ee,Hc38a;0745,T6804,He075
35036,2021-10-03T20:27:24+0000;0444,T665f,Hecdd;0445,T6663,Hf059;0544,T6666,Hd42f;0545,T6641,Hf308;0644,T66d1,He6b2;0645,T6732,He476;0744,T67ec,Hc39d;0745,T6801,He085
35037,2021-10-03T20:27:33+0000;0444,T665d,Heceb;0445,T6663,Hf06b;0544,T6660,Hd43c;0545,T663c,Hf313;0644,T66cc,He6c5;0645,T672f,He480;0744,T67e8,Hc3a5;0745,T67fd,He08f
35038,2021-10-03T20:27:41+0000;0444,T6659,Hecff;0445,T6661,Hf077;0544,T6660,Hd44e;0545,T663c,Hf320;0644,T66c9,He6d4;0645,T672d,He491;0744,T67e4,Hc3b1;0745,T67fc,He096
35039,2021-10-03T20:27:50+0000;0444,T6656,Hed05;0445,T665f,Hf090;0544,T665c,Hd458;0545,T6638,Hf327;0644,T66c5,He6ec;0645,T6728,He4a3;0744,T67e1,Hc3b5;0745,T67fb,He09a
35040,2021-10-03T20:27:59+0000;0444,T6653,Hed20;0445,T665b,Hf09c;0544,T665b,Hd470;0545,T6635,Hf33a;0644,T66c2,He701;0645,T6722,He4ab;0744,T67db,Hc3be;0745,T67f3,He0a4
35041,2021-10-03T20:28:08+0000;0444,T6653,Hed3f;0445,T6658,Hf0a6;0544,T6658,Hd482;0545,T6636,Hf346;0644,T66c0,He713;0645,T6724,He4ae;0744,T67da,Hc3d6;0745,T67f3,He0b1
35042,2021-10-03T20:28:16+0000;0444,T6651,Hed44;0445,T6657,Hf0b5;0544,T6656,Hd498;0545,T662f,Hf351;0644,T66bd,He71f;0645,T671e,He4c6;0744,T67d8,Hc3d5;0745,T67f0,He0c2
35043,2021-10-03T20:28:25+0000;0444,T664d,Hed53;0445,T6655,Hf0b5;0544,T6652,Hd4c1;0545,T662f,Hf362;0644,T66b8,He72d;0645,T671a,He4d5;0744,T67d5,Hc3e1;0745,T67ec,He0c5
35044,2021-10-03T20:28:34+0000;0444,T6649,Hed63;0445,T664d,Hf0b0;0544,T664e,Hd4d0;0545,T6629,Hf369;0644,T66b7,He741;0645,T6717,He4e6;0744,T67d1,Hc3eb;0745,T67ea,He0cd
35045,2021-10-03T20:28:43+0000;0444,T6646,Hed5d;0445,T664c,Hf0bd;0544,T6649,Hd4e0;0545,T6628,Hf36c;0644,T66b3,He754;0645,T6716,He4f9;0744,T67cf,Hc3f0;0745,T67e5,He0ca
35046,2021-10-03T20:28:51+0000;0444,T6643,Hed6a;0445,T6647,Hf0c1;0544,T6647,Hd4ee;0545,T6626,Hf374;0644,T66ad,He763;0645,T670f,He512;0744,T67ce,Hc3fe;0745,T67e3,He0d1
35047,2021-10-03T20:29:00+0000;0444,T6640,Hed8b;0445,T6647,Hf0d1;0544,T6647,Hd509;0545,T6621,Hf383;0644,T66ac,He775;0645,T670c,He509;0744,T67c9,Hc412;0745,T67e0,He0e0
35048,2021-10-03T20:29:09+0000;0444,T663e,Heda4;0445,T6645,Hf0df;0544,T6642,Hd518;0545,T6620,Hf393;0644,T66aa,He781;0645,T670c,He521;0744,T67c3,Hc411;0745,T67de,He0f2
35049,2021-10-03T20:29:18+0000;0444,T663c,Heda2;0445,T663f,Hf0df;0544,T6640,Hd531;0545,T661e,Hf39d;0644,T66a8,He790;0645,T6708,He539;0744,T67c1,Hc414;0745,T67db,He0f8
35050,2021-10-03T20:29:26+0000;0444,T6635,Hedb6;0445,T663b,Hf0ea;0544,T663d,Hd54a;0545,T661c,Hf3a7;0644,T66a4,He79e;0645,T6705,He54e;0744,T67bf,Hc419;0745,T67d8,He100
35051,2021-10-03T20:29:35+0000;0444,T6636,Hedca;0445,T663b,Hf0f6;0544,T663a,Hd55b;0545,T6618,Hf3ae;0644,T669e,He7b5;0645,T6701,He55f;0744,T67bb,Hc42b;0745,T67d6,He10a
35052,2021-10-03T20:29:44+0000;0444,T6633,Hedce;0445,T6638,Hf0fb;0544,T663a,Hd567;0545,T6613,Hf3bb;0644,T669c,He7c6;0645,T66ff,He56e;0744,T67bb,Hc430;0745,T67d2,He111
35053,2021-10-03T20:29:53+0000;0444,T6632,Heddd;0445,T6635,Hf100;0544,T6634,Hd580;0545,T6616,Hf3c3;0644,T6699,He7d6;0645,T66fd,He57f;0744,T67b6,Hc43c;0745,T67cd,He11a
35054,2021-10-03T20:30:01+0000;0444,T662e,Hedf4;0445,T6633,Hf111;0544,T6632,Hd58f;0545,T660d,Hf3cd;0644,T6697,He7df;0645,T66f8,He58b;0744,T67b1,Hc44a;0745,T67cb,He12b
35055,2021-10-03T20:30:10+0000;0444,T662a,Hee02;0445,T6632,Hf11e;0544,T6631,Hd5a3;0545,T660f,Hf3db;0644,T6694,He7f9;0645,T66f5,He594;0744,T67af,Hc44f;0745,T67c8,He138
35056,2021-10-03T20:30:19+0000;0444,T6628,Hedfe;0445,T662f,Hf124;0544,T662e,Hd5b8;0545,T660b,Hf3e7;0644,T6694,He802;0645,T66f1,He5a7;0744,T67ae,Hc461;0745,T67c9,He13c
35057,2021-10-03T20:30:28+0000;0444,T6626,Hee0c;0445,T662c,Hf129;0544,T662a,Hd5c5;0545,T6609,Hf3ee;0644,T668f,He811;0645,T66ef,He5bb;0744,T67ac,Hc467;0745,T67c4,He144
35058,2021-10-03T20:30:37+0000;0444,T6623,Hee1f;0445,T6629,Hf136;0544,T6628,Hd5d8;0545,T6606,Hf3f6;0644,T668d,He81f;0645,T66ee,He5cd;0744,T67a8,Hc46c;0745,T67c2,He14b
35059,2021-10-03T20:30:45+0000;0444,T6621,Hee1d;0445,T6626,Hf13e;0544,T6625,Hd5e2;0545,T6603,Hf400;0644,T6689,He831;0645,T66eb,He5e4;0744,T67a5,Hc473;0745,T67bf,He154
35060,2021-10-03T20:30:54+0000;0444,T661f,Hee39;0445,T6626,Hf147;0544,T6623,Hd5fa;0545,T6600,Hf405;0644,T6687,He83d;0645,T66e8,He5f1;0744,T67a3,Hc482;0745,T67be,He15d
35061,2021-10-03T20:31:03+0000;0444,T661c,Hee53;0445,T6621,Hf154;0544,T6620,Hd60c;0545,T6600,Hf416;0644,T6683,He854;0645,T66e6,He5fe;0744,T679f,Hc492;0745,T67bb,He16d
35062,2021-10-03T20:31:12+0000;0444,T661a,Hee56;0445,T6620,Hf161;0544,T661f,Hd620;0545,T65fd,Hf41b;0644,T667f,He860;0645,T66df,He603;0744,T679d,Hc49e;0745,T67b6,He17a
35063,2021-10-03T20:31:20+0000;0444,T6617,Hee55;0445,T661b,Hf160;0544,T661e,Hd633;0545,T65fd,Hf42b;0644,T6680,He86c;0645,T66dd,He616;0744,T6798,Hc4a0;0745,T67b3,He17b
35064,2021-10-03T20:31:29+0000;0444,T6615,Hee66;0445,T661b,Hf165;0544,T661a,Hd645;0545,T65f8,Hf431;0644,T667b,He879;0645,T66de,He625;0744,T6796,Hc4ac;0745,T67b1,He183
35065,2021-10-03T20:31:38+0000;0444,T6611,Hee74;0445,T6618,Hf172;0544,T6617,Hd656;0545,T65f6,Hf43c;0644,T6678,He88b;0645,T66da,He625;0744,T6793,Hc4b6;0745,T67ae,He18a
35066,2021-10-03T20:31:47+0000;0444,T660f,Hee80;0445,T6613,Hf17c;0544,T6616,Hd66b;0545,T65f2,Hf440;0644,T6674,He893;0645,T66d5,He63f;0744,T6792,Hc4bb;0745,T67ad,He192
35067,2021-10-03T20:31:55+0000;0444,T660e,Hee93;0445,T6612,Hf187;0544,T6613,Hd677;0545,T65f0,Hf44b;0644,T6674,He8a3;0645,T66d3,He653;0744,T678d,Hc4c5;0745,T67a9,He19e
35068,2021-10-03T20:32:04+0000;0444,T660e,Heeab;0445,T660f,Hf18a;0544,T6612,Hd68b;0545,T65ef,Hf452;0644,T6671,He8ad;0645,T66d0,He658;0744,T678b,Hc4c9;0745,T67a5,He1a6
35069,2021-10-03T20:32:13+0000;0444,T6609,Heeb2;0445,T660f,Hf196;0544,T6610,Hd69e;0545,T65ec,Hf461;0644,T666c,He8c0;0645,T66cc,He668;0744,T6787,Hc4d7;0745,T67a6,He1ae
35070,2021-10-03T20:32:22+0000;0444,T6606,Heeb7;0445,T660a,Hf197;0544,T660b,Hd6b3;0545,T65ec,Hf468;0644,T666b,He8c9;0645,T66ca,He673;0744,T6784,Hc4e2;0745,T67a0,He1ba
35071,2021-10-03T20:32:30+0000;0444,T6607,Heed0;0445,T6608,Hf1a2;0544,T660a,Hd6c1;0545,T65e8,Hf470;0644,T6669,He8dc;0645,T66c5,He689;0744,T6783,Hc4e8;0745,T679f,He1c1
35072,2021-10-03T20:32:39+0000;0444,T6601,Heecc;0445,T6602,Hf1a5;0544,T6608,Hd6d0;0545,T65e6,Hf47c;0644,T6665,He8eb;0645,T66c4,He694;0744,T6783,Hc4f1;0745,T679b,He1c5
35073,2021-10-03T20:32:48+0000;0444,T65fd,Heed6;0445,T6602,Hf1ab;0544,T6606,Hd6ee;0545,T65e5,Hf485;0644,T6664,He8fb;0645,T66c2,He6a6;0744,T677c,Hc4fa;0745,T6799,He1d3
35074,2021-10-03T20:32:57+0000;0444,T65ff,Heeea;0445,T65ff,Hf1b0;0544,T6604,Hd700;0545,T65df,Hf48b;0644,T665f,He906;0645,T66bf,He6b3;0744,T6779,Hc507;0745,T6799,He1e1
35075,2021-10-03T20:33:05+0000;0444,T65fd,Heef4;0445,T65fc,Hf1b5;0544,T6600,Hd70e;0545,T65df,Hf495;0644,T665b,He90b;0645,T66bc,He6c0;0744,T6779,Hc511;0745,T6794,He1e6
35076,2021-10-03T20:33:14+0000;0444,T65fa,Heefc;0445,T65fc,Hf1be;0544,T65ff,Hd727;0545,T65dd,Hf49f;0644,T665b,He91f;0645,T66b6,He6c3;0744,T6776,Hc519;0745,T6792,He1f0
35077,2021-10-03T20:33:23+0000;0444,T65f7,Hef0b;0445,T65f7,Hf1c7;0544,T65fd,Hd731;0545,T65da,Hf4a8;0644,T6659,He92d;0645,T66b4,He6da;0744,T6772,Hc51e;0745,T678e,He1f7
35078,2021-10-03T20:33:32+0000;0444,T65f5,Hef15;0445,T65f7,Hf1cf;0544,T65fd,Hd748;0545,T65da,Hf4ae;0644,T6655,He938;0645,T66b2,He6eb;0744,T6771,Hc529;0745,T678d,He207
35079,2021-10-03T20:33:40+0000;0444,T65f1,Hef21;0445,T65f5,Hf1d7;0544,T65fa,Hd756;0545,T65d5,Hf4b5;0644,T6654,He94e;0645,T66ae,He6f3;0744,T676d,Hc531;0745,T6789,He20a
35080,2021-10-03T20:33:49+0000;0444,T65ef,Hef2d;0445,T65ee,Hf1da;0544,T65f7,Hd769;0545,T65d5,Hf4c2;0644,T6650,He952;0645,T66ae,He709;0744,T676a,Hc53b;0745,T6787,He216
35081,2021-10-03T20:33:58+0000;0444,T65ec,Hef36;0445,T65f0,Hf1e3;0544,T65f6,Hd77a;0545,T65d1,Hf4cd;0644,T664b,He960;0645,T66ac,He712;0744,T6768,Hc547;0745,T6785,He221
35082,2021-10-03T20:34:07+0000;0444,T65ea,Hef44;0445,T65ed,Hf1ec;0544,T65f2,Hd792;0545,T65cd,Hf4cb;0644,T664c,He96f;0645,T66a9,He722;0744,T6762,Hc54e;0745,T6783,He22a
35083,2021-10-03T20:34:16+0000;0444,T65e8,Hef49;0445,T65eb,Hf1f0;0544,T65f0,Hd79b;0545,T65ce,Hf4d7;0644,T6647,He977;0645,T66a7,He72d;0744,T6761,Hc55a;0745,T677f,He237
35084,2021-10-03T20:34:24+0000;0444,T65e8,Hef5e;0445,T65e7,Hf1f9;0544,T65ee,Hd7ad;0545,T65cc,Hf4e7;0644,T6643,He986;0645,T66a1,He737;0744,T675f,Hc560;0745,T677d,He238
35085,2021-10-03T20:34:33+0000;0444,T65e6,Hef66;0445,T65e4,Hf203;0544,T65ec,Hd7bf;0545,T65c9,Hf4e7;0644,T6642,He98e;0645,T66a0,He748;0744,T675c,Hc56c;0745,T6779,He240
35086,2021-10-03T20:34:42+0000;0444,T65e4,Hef72;0445,T65e5,Hf20d;0544,T65e8,Hd7d1;0545,T65c6,Hf4ee;0644,T6640,He99c;0645,T669b,He74f;0744,T675d,Hc575;0745,T6774,He250
35087,2021-10-03T20:34:51+0000;0444,T65e5,Hef81;0445,T65e1,Hf211;0544,T65e8,Hd7dd;0545,T65c5,Hf4f9;0644,T663e,He9a9;0645,T669b,He75e;0744,T6758,Hc57d;0745,T6774,He25d
35088,2021-10-03T20:34:59+0000;0444,T65dd,Hef87;0445,T65e0,Hf21a;0544,T65e7,Hd7f0;0545,T65c5,Hf503;0644,T663a,He9af;0645,T6697,He769;0744,T6752,Hc58b;0745,T6775,He25f
35089,2021-10-03T20:35:08+0000;0444,T65de,Hef93;0445,T65d9,Hf222;0544,T65e6,Hd7fd;0545,T65c1,Hf508;0644,T6638,He9c4;0645,T6697,He778;0744,T6754,Hc594;0745,T6773,He268
35090,2021-10-03T20:35:17+0000;0444,T65dc,Hef9f;0445,T65d9,Hf225;0544,T65e3,Hd812;0545,T65c1,Hf50e;0644,T6635,He9d4;0645,T6693,He783;0744,T6750,Hc597;0745,T6770,He277
35091,2021-10-03T20:35:26+0000;0444,T65d9,Hefaf;0445,T65d9,Hf231;0544,T65df,Hd81f;0545,T65be,Hf519;0644,T6633,He9dc;0645,T6693,He794;0744,T674e,Hc5a6;0745,T676f,He27e
35092,2021-10-03T20:35:34+0000;0444,T65d5,Hefb1;0445,T65d6,Hf230;0544,T65dd,Hd834;0545,T65ba,Hf51c;0644,T6630,He9e9;0645,T6690,He7a0;0744,T674b,Hc5ab;0745,T6769,He281
35093,2021-10-03T20:35:43+0000;0444,T65d5,Hefc0;0445,T65d3,Hf239;0544,T65db,Hd847;0545,T65bd,Hf529;0644,T662d,He9f1;0645,T668c,He7ac;0744,T6746,Hc5b4;0745,T6768,He28b
35094,2021-10-03T20:35:52+0000;0444,T65d4,Hefc9;0445,T65cf,Hf23f;0544,T65dc,Hd858;0545,T65b9,Hf530;0644,T662c,He9fc;0645,T668c,He7b5;0744,T6747,Hc5bd;0745,T6764,He294
35095,2021-10-03T20:36:01+0000;0444,T65d1,Hefd9;0445,T65ce,Hf244;0544,T65d8,Hd868;0545,T65b7,Hf533;0644,T6627,Hea06;0645,T6686,He7c0;0744,T6740,Hc5c5;0745,T6765,He2a3
35096,2021-10-03T20:36:09+0000;0444,T65d0,Hefdf;0445,T65cc,Hf24b;0544,T65d8,Hd87d;0545,T65b4,Hf539;0644,T6626,Hea14;0645,T6688,He7d3;0744,T673f,Hc5cd;0745,T6761,He2a6
35097,2021-10-03T20:36:18+0000;0444,T65cc,Hefe3;0445,T65cc,Hf256;0544,T65d4,Hd888;0545,T65b2,Hf543;0644,T6623,Hea1d;0645,T6684,He7de;0744,T673b,Hc5d9;0745,T675e,He2b2
35098,2021-10-03T20:36:27+0000;0444,T65cc,Hefed;0445,T65c8,Hf25c;0544,T65d1,Hd8a6;0545,T65b0,Hf54b;0644,T6620,Hea2b;0645,T6681,He7e7;0744,T673a,Hc5e4;0745,T675c,He2b6
35099,2021-10-03T20:36:36+0000;0444,T65c9,Heff5;0445,T65c7,Hf25d;0544,T65d2,Hd8b6;0545,T65af,Hf54b;0644,T661f,Hea39;0645,T667d,He7ef;0744,T6736,Hc5f1;0745,T6759,He2c2
35100,2021-10-03T20:36:44+0000;0444,T65c8,Heff8;0445,T65c5,Hf25c;0544,T65cf,Hd8ce;0545,T65ac,Hf556;0644,T661f,Hea48;0645,T667d,He7f5;0744,T6733,Hc5f5;0745,T6755,He2cb
35101,2021-10-03T20:36:53+0000;0444,T65c7,Hf004;0445,T65c1,Hf259;0544,T65cc,Hd8da;0545,T65aa,Hf55c;0644,T661a,Hea56;0645,T667b,He804;0744,T6730,Hc5ff;0745,T6755,He2d7
35102,2021-10-03T20:37:02+0000;0444,T65c5,Hf00b;0445,T65bd,Hf256;0544,T65c9,Hd8f0;0545,T65aa,Hf567;0644,T6618,Hea5f;0645,T667c,He811;0744,T6731,Hc60b;0745,T6752,He2d5
35103,2021-10-03T20:37:11+0000;0444,T65c1,Hf00b;0445,T65bd,Hf25a;0544,T65c8,Hd908;0545,T65a6,Hf560;0644,T6616,Hea6e;0645,T6677,He813;0744,T672c,Hc611;0745,T6750,He2e1
35104,2021-10-03T20:37:19+0000;0444,T65bf,Hf01f;0445,T65bb,Hf260;0544,T65c5,Hd916;0545,T65a5,Hf56b;0644,T6616,Hea7c;0645,T6673,He81e;0744,T672a,Hc61b;0745,T674e,He2e4
35105,2021-10-03T20:37:28+0000;0444,T65bc,Hf028;0445,T65b9,Hf260;0544,T65c4,Hd927;0545,T65a4,Hf574;0644,T6612,Hea8c;0645,T6671,He827;0744,T6725,Hc625;0745,T674c,He2eb
35106,2021-10-03T20:37:37+0000;0444,T65b9,Hf02c;0445,T65b8,Hf266;0544,T65c2,Hd93a;0545,T65a0,Hf578;0644,T6610,Hea96;0645,T6671,He83b;0744,T6722,Hc634;0745,T6748,He2f5
35107,2021-10-03T20:37:46+0000;0444,T65b9,Hf03b;0445,T65b4,Hf26c;0544,T65c1,Hd946;0545,T659e,Hf579;0644,T660e,Heaa0;0645,T666f,He84a;0744,T6721,Hc63f;0745,T6746,He2fa
35108,2021-10-03T20:37:55+0000;0444,T65b7,Hf042;0445,T65b3,Hf270;0544,T65be,Hd963;0545,T659c,Hf588;0644,T660b,Heaa9;0645,T666c,He84e;0744,T671f,Hc647;0745,T6746,He303
35109,2021-10-03T20:38:03+0000;0444,T65b4,Hf04a;0445,T65b1,Hf270;0544,T65bc,Hd974;0545,T659c,Hf58d;0644,T660a,Heab6;0645,T666c,He861;0744,T671b,Hc647;0745,T6743,He309
35110,2021-10-03T20:38:12+0000;0444,T65b4,Hf056;0445,T65af,Hf276;0544,T65b9,Hd97b;0545,T659b,Hf58e;0644,T6607,Heac1;0645,T6668,He86c;0744,T6719,Hc656;0745,T6741,He317
35111,2021-10-03T20:38:21+0000;0444,T65b3,Hf05e;0445,T65ad,Hf27e;0544,T65b9,Hd994;0545,T6598,Hf595;0644,T6606,Heacd;0645,T6667,He878;0744,T6718,Hc661;0745,T673e,He320
35112,2021-10-03T20:38:30+0000;0444,T65ad,Hf066;0445,T65ad,Hf286;0544,T65b7,Hd9a5;0545,T6595,Hf599;0644,T6604,Headb;0645,T6666,He883;0744,T6716,Hc66b;0745,T673b,He324
35113,2021-10-03T20:38:38+0000;0444,T65ae,Hf06e;0445,T65aa,Hf289;0544,T65b4,Hd9ba;0545,T6594,Hf5a3;0644,T6600,Heae4;0645,T6665,He887;0744,T6715,Hc675;0745,T6738,He32d
35114,2021-10-03T20:38:47+0000;0444,T65ac,Hf07a;0445,T65a6,Hf28d;0544,T65b2,Hd9cf;0545,T6593,Hf5b1;0644,T65ff,Heaf0;0645,T6661,He895;0744,T6711,Hc682;0745,T6738,He337
35115,2021-10-03T20:38:56+0000;0444,T65a7,Hf082;0445,T65a5,Hf293;0544,T65b3,Hd9d8;0545,T6591,Hf5b2;0644,T65fd,Heaf8;0645,T665e,He8a0;0744,T670f,Hc68a;0745,T6736,He33d
35116,2021-10-03T20:39:05+0000;0444,T65a9,Hf08e;0445,T65a5,Hf298;0544,T65af,Hd9e7;0545,T658d,Hf5bb;0644,T65f9,Heb02;0645,T665d,He8ad;0744,T670e,Hc68b;0745,T6734,He349
35117,2021-10-03T20:39:13+0000;0444,T65a2,Hf093;0445,T65a2,Hf29f;0544,T65ae,Hd9fb;0545,T658d,Hf5bf;0644,T65f9,Heb0a;0645,T6659,He8b4;0744,T670a,Hc698;0745,T6734,He350
35118,2021-10-03T20:39:22+0000;0444,T65a4,Hf0a3;0445,T65a2,Hf2a8;0544,T65ad,Hda11;0545,T658b,Hf5c7;0644,T65f8,Heb18;0645,T6659,He8bd;0744,T6708,Hc6a7;0745,T672d,He358
35119,2021-10-03T20:39:31+0000;0444,T65a1,Hf0a9;0445,T65a0,Hf2ad;0544,T65ab,Hda20;0545,T658b,Hf5cb;0644,T65f5,Heb24;0645,T6657,He8c7;0744,T6706,Hc6a8;0745,T6729,He35e
35120,2021-10-03T20:39:40+0000;0444,T659d,Hf0b3;0445,T659d,Hf2aa;0544,T65aa,Hda2b;0545,T6588,Hf5d1;0644,T65f2,Heb2f;0645,T6656,He8db;0744,T6704,Hc6b0;0745,T6729,He366
35121,2021-10-03T20:39:48+0000;0444,T659e,Hf0be;0445,T659c,Hf2b3;0544,T65a7,Hda3b;0545,T6589,Hf5da;0644,T65f0,Heb31;0645,T6651,He8dc;0744,T6701,Hc6b9;0745,T6727,He370
35122,2021-10-03T20:39:57+0000;0444,T659c,Hf0c4;0445,T659b,Hf2bb;0544,T65a5,Hda4f;0545,T6588,Hf5dd;0644,T65ee,Heb3f;0645,T6652,He8e8;0744,T6702,Hc6c6;0745,T6722,He371
35123,2021-10-03T20:40:06+0000;0444,T659a,Hf0d4;0445,T6596,Hf2c0;0544,T65a5,Hda58;0545,T6584,Hf5e1;0644,T65ec,Heb49;0645,T664e,He8f2;0744,T66fc,Hc6cb;0745,T6725,He37e
35124,2021-10-03T20:40:15+0000;0444,T6597,Hf0dc;0445,T6597,Hf2c3;0544,T65a3,Hda6b;0545,T6584,Hf5ee;0644,T65eb,Heb58;0645,T664d,He8f9;0744,T66fa,Hc6d3;0745,T6721,He382
35125,2021-10-03T20:40:23+0000;0444,T6597,Hf0e4;0445,T6594,Hf2cd;0544,T65a2,Hda7d;0545,T6580,Hf5ee;0644,T65e9,Heb5d;0645,T664c,He904;0744,T66fa,Hc6dd;0745,T671e,He390
35126,2021-10-03T20:40:32+0000;0444,T6596,Hf0ee;0445,T6595,Hf2d5;0544,T65a0,Hda8b;0545,T657f,Hf5f5;0644,T65e8,Heb6d;0645,T664c,He90c;0744,T66f6,Hc6e6;0745,T671b,He395
35127,2021-10-03T20:40:41+0000;0444,T6595,Hf0f5;0445,T6591,Hf2d7;0544,T65a0,Hda98;0545,T657d,Hf5fd;0644,T65e4,Heb73;0645,T6649,He917;0744,T66f7,Hc6ea;0745,T6719,He3a1
35128,2021-10-03T20:40:50+0000;0444,T6590,Hf100;0445,T658f,Hf2d5;0544,T659b,Hdaac;0545,T657c,Hf604;0644,T65e4,Heb7f;0645,T6643,He921;0744,T66f0,Hc6f0;0745,T6717,He3a4
35129,2021-10-03T20:40:59+0000;0444,T6590,Hf10b;0445,T658c,Hf2de;0544,T6598,Hdaba;0545,T657c,Hf60d;0644,T65e1,Heb8a;0645,T6641,He92a;0744,T66f0,Hc6fe;0745,T6717,He3a9
35130,2021-10-03T20:41:07+0000;0444,T658c,Hf10e;0445,T658c,Hf2e5;0544,T6598,Hdac6;0545,T6577,Hf608;0644,T65df,Heb93;0645,T6642,He930;0744,T66ee,Hc6ff;0745,T6714,He3b3
35131,2021-10-03T20:41:16+0000;0444,T658d,Hf117;0445,T658a,Hf2e8;0544,T6597,Hdad9;0545,T6574,Hf612;0644,T65dc,Heb99;0645,T663e,He93b;0744,T66ed,Hc70b;0745,T6712,He3bc
